[2025-09-24 13:40:09,784] 20 root - INFO - Initiate the data ingestion
[2025-09-24 13:40:12,784] 65 root - INFO - Performed train test split on the dataframe
[2025-09-24 13:40:12,784] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-24 13:40:12,785] 75 root - INFO - Exporting train and test file path.
[2025-09-24 13:40:12,817] 84 root - INFO - Exported train and test file path.
[2025-09-24 13:40:12,818] 22 root - INFO - Data Initiation Completed
[2025-09-24 13:40:12,820] 27 root - INFO - Initiate the data Validation
[2025-09-24 13:40:12,831] 33 root - INFO - Required number of columns:2
[2025-09-24 13:40:12,832] 34 root - INFO - Data frame has columns:31
[2025-09-24 13:40:12,832] 33 root - INFO - Required number of columns:2
[2025-09-24 13:40:12,832] 34 root - INFO - Data frame has columns:31
[2025-09-24 13:40:12,916] 29 root - INFO - data Validation Completed
[2025-09-24 13:40:12,916] 32 root - INFO - data Transformation started
[2025-09-24 13:40:12,916] 64 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-09-24 13:40:12,916] 66 root - INFO - Starting data transformation
[2025-09-24 13:40:12,928] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-09-24 13:40:12,928] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-09-24 13:40:12,933] 44 root - INFO - Entered the save_object method of MainUtils class
[2025-09-24 13:40:12,935] 48 root - INFO - Exited the save_object method of MainUtils class
[2025-09-24 13:40:12,935] 44 root - INFO - Entered the save_object method of MainUtils class
[2025-09-24 13:40:12,937] 48 root - INFO - Exited the save_object method of MainUtils class
[2025-09-24 13:40:12,937] 36 root - INFO - data Transformation completed
[2025-09-24 13:40:12,937] 38 root - INFO - Model Training sstared
