[2025-09-23 22:37:16,260] 21 root - INFO - Initiate the data ingestion
[2025-09-23 22:37:19,158] 65 root - INFO - Performed train test split on the dataframe
[2025-09-23 22:37:19,159] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-23 22:37:19,159] 75 root - INFO - Exporting train and test file path.
[2025-09-23 22:37:19,192] 84 root - INFO - Exported train and test file path.
[2025-09-23 22:37:19,193] 23 root - INFO - Data Initiation Completed
[2025-09-23 22:37:19,196] 28 root - INFO - Initiate the data Validation
[2025-09-23 22:37:19,206] 33 root - INFO - Required number of columns:2
[2025-09-23 22:37:19,206] 34 root - INFO - Data frame has columns:31
[2025-09-23 22:37:19,206] 33 root - INFO - Required number of columns:2
[2025-09-23 22:37:19,206] 34 root - INFO - Data frame has columns:31
[2025-09-23 22:37:19,298] 30 root - INFO - data Validation Completed
